customer_id,gender,married,dependents,senior_citizen,tenure,phone_service,internet_service,paperless_billing,contract_type,payment_method,monthly_charges,total_charges,churn
0380-NEAVX,Male,No,No,Yes,34,Yes,Fiber,Yes,Annually,eCheck,99.85,3343.15,No
0380-ZCSBI,Male,No,No,No,10,Yes,No,No,Monthly,Credit (auto),20,198.7,No
0383-CLDDA,Female,No,No,No,69,Yes,DSL,Yes,Biannually,Credit (auto),85.35,5897.4,No
0384-LPITE,Male,No,No,No,40,No,DSL,No,Annually,Credit (auto),62.05,2511.55,No
0384-RVBPI,Male,No,No,No,20,Yes,DSL,No,Monthly,Credit (auto),64.4,1398.6,No
0386-CWRGM,Female,Yes,Yes,No,46,Yes,No,No,Biannually,Check,19.4,967.85,No
0388-EOPEX,Female,Yes,No,No,2,Yes,Fiber,Yes,Monthly,eCheck,74.4,139.4,Yes
0390-DCFDQ,Female,Yes,No,Yes,1,Yes,Fiber,Yes,Monthly,Check,70.45,70.45,Yes
0392-BZIUW,Female,Yes,No,No,72,Yes,Fiber,Yes,Biannually,Credit (auto),105,7589.8,No
0394-YONDK,Male,Yes,Yes,No,70,Yes,No,No,Biannually,Credit (auto),25.15,1790.15,No
0396-HUJBP,Female,No,No,No,2,Yes,No,No,Monthly,Check,19.3,44.4,No
0396-UKGAI,Male,No,Yes,No,23,Yes,DSL,Yes,Monthly,Wire (auto),55.3,1284.2,No
0396-YCHWO,Male,Yes,No,No,36,Yes,Fiber,Yes,Monthly,eCheck,95.4,3474.2,No
0397-GZBBC,Male,Yes,No,Yes,59,Yes,Fiber,Yes,Monthly,Wire (auto),93.85,5574.75,Yes
0397-ZXWQF,Male,No,No,No,67,Yes,No,No,Biannually,Wire (auto),20.5,1430.95,No
0401-WDBXM,Male,Yes,Yes,No,72,Yes,Fiber,Yes,Biannually,Wire (auto),105.55,7542.25,No
0402-CQAJN,Female,No,No,No,37,Yes,Fiber,Yes,Monthly,Wire (auto),101.9,3545.35,Yes
0402-OAMEN,Female,Yes,Yes,No,72,Yes,No,No,Biannually,Wire (auto),24.45,1709.1,No
0404-AHASP,Male,Yes,No,No,72,Yes,No,No,Biannually,Credit (auto),19.7,1421.9,No
0404-SWRVG,Male,No,No,No,3,Yes,Fiber,Yes,Monthly,eCheck,74.4,229.55,Yes
0406-BPDVR,Female,Yes,No,Yes,54,Yes,Fiber,Yes,Annually,Credit (auto),101.5,5373.1,Yes
0407-BDJKB,Male,Yes,No,No,60,Yes,Fiber,Yes,Monthly,eCheck,95.75,5742.9,Yes
0409-WTMPL,Female,Yes,No,No,58,Yes,Fiber,Yes,Annually,Credit (auto),110.65,6526.65,No
0410-IPFTY,Female,Yes,No,No,31,Yes,Fiber,Yes,Monthly,Wire (auto),83.85,2674.15,No
0411-EZJZE,Female,No,No,No,3,Yes,DSL,Yes,Monthly,eCheck,60.25,170.5,No
0412-UCCNP,Male,No,No,No,55,Yes,DSL,Yes,Biannually,eCheck,59.2,3175.85,No
0415-MOSGF,Female,No,No,No,1,Yes,DSL,No,Monthly,Check,44.4,44.4,Yes
0419-YAAPX,Male,Yes,No,No,49,Yes,Fiber,Yes,Monthly,Credit (auto),85.3,4297.95,No
0420-BWTPW,Male,No,Yes,No,8,No,DSL,No,Monthly,Check,25.5,215.2,Yes
0420-HLGXF,Female,No,No,Yes,39,Yes,Fiber,Yes,Monthly,eCheck,99.75,4036,No
0420-TXVSG,Male,Yes,No,No,66,Yes,DSL,Yes,Biannually,Credit (auto),66.1,4428.45,No
0422-OHQHQ,Female,Yes,Yes,No,15,Yes,No,No,Annually,Check,20.55,295.95,No
0422-UXFAP,Female,Yes,No,No,51,Yes,Fiber,Yes,Annually,eCheck,98.85,4947.55,No
0423-UDIJQ,Male,No,No,Yes,9,Yes,DSL,No,Monthly,Check,49.2,447.9,No
0426-TIRNE,Female,No,No,No,1,Yes,No,No,Monthly,Check,20.9,20.9,Yes
0428-AXXLJ,Male,No,No,No,25,Yes,No,Yes,Annually,Wire (auto),19.5,516.3,No
0428-IKYCP,Male,Yes,No,No,22,Yes,Fiber,Yes,Monthly,Wire (auto),87,1850.65,No
0430-IHCDJ,Male,No,No,No,15,Yes,DSL,Yes,Monthly,eCheck,49,749.25,No
0431-APWVY,Female,Yes,Yes,No,28,Yes,Fiber,Yes,Annually,Wire (auto),90.1,2598.95,Yes
0432-CAJZV,Male,No,No,No,3,Yes,Fiber,No,Monthly,Check,90.7,237.65,No
0434-CSFON,Female,Yes,No,No,47,Yes,Fiber,Yes,Monthly,eCheck,100.5,4707.1,No
0436-TWFFZ,Female,No,No,No,67,Yes,DSL,Yes,Biannually,Check,85.25,5714.2,No
0439-IFYUN,Female,No,No,Yes,18,Yes,Fiber,Yes,Monthly,eCheck,74.7,1294.6,No
0440-EKDCF,Male,Yes,No,No,62,Yes,DSL,Yes,Biannually,Credit (auto),60.15,3753.2,No
0440-MOGPM,Female,No,No,No,41,Yes,DSL,Yes,Annually,eCheck,80.55,3263.9,No
0440-QEXBZ,Female,No,No,No,44,Yes,DSL,Yes,Monthly,Check,50.15,2139.1,No
0440-UEDAI,Female,No,No,No,53,Yes,Fiber,Yes,Annually,Credit (auto),94.45,5042.75,No
0442-TDYUO,Male,Yes,No,No,48,Yes,No,Yes,Biannually,Check,20.05,1036,No
0442-ZXKVS,Female,Yes,No,Yes,54,Yes,Fiber,Yes,Annually,Wire (auto),115.6,6431.05,No
0447-BEMNG,Female,Yes,No,No,48,No,DSL,Yes,Monthly,Wire (auto),45.3,2145,Yes
0447-RXSGD,Male,No,No,No,24,Yes,Fiber,Yes,Monthly,Wire (auto),99.65,2404.85,No
0454-OKRCT,Male,No,No,No,33,Yes,Fiber,No,Biannually,Wire (auto),80.6,2651.1,No
0455-ENTCR,Male,Yes,No,No,66,Yes,DSL,No,Biannually,eCheck,85.25,5538.35,No
0455-XFASS,Female,Yes,Yes,No,3,Yes,Fiber,Yes,Monthly,eCheck,69.55,200.2,No
0458-HEUZG,Female,No,No,No,13,No,DSL,No,Biannually,Check,35.4,450.4,No
0459-SPZHJ,Male,Yes,Yes,No,63,Yes,DSL,No,Biannually,Credit (auto),83.5,5435,No
0461-CVKMU,Female,Yes,Yes,No,23,Yes,Fiber,No,Monthly,eCheck,83.8,1900.25,Yes
0463-TXOAK,Male,No,Yes,No,52,Yes,No,No,Biannually,Credit (auto),25.6,1334.5,No
0463-WZZKO,Male,No,No,No,3,Yes,No,Yes,Monthly,Credit (auto),20.75,67.1,No
0463-ZSDNT,Male,No,No,No,10,Yes,DSL,Yes,Monthly,Wire (auto),56.75,503.25,No
0464-WJTKO,Female,Yes,Yes,No,72,Yes,No,No,Biannually,Wire (auto),20.1,1460.85,No
0468-YRPXN,Male,No,No,No,29,Yes,Fiber,Yes,Monthly,Credit (auto),98.8,2807.1,No
0471-ARVMX,Female,Yes,No,Yes,62,Yes,Fiber,Yes,Annually,eCheck,104.85,6312.9,No
0471-LVHGK,Male,Yes,No,No,41,Yes,DSL,Yes,Annually,eCheck,73,3001.2,Yes
0475-RIJEP,Male,No,No,No,43,Yes,Fiber,Yes,Monthly,eCheck,77.85,3365.85,Yes
0479-HMSWA,Female,No,Yes,No,26,Yes,Fiber,Yes,Biannually,eCheck,105.45,2715.3,No
0480-BIXDE,Female,Yes,No,No,19,Yes,Fiber,Yes,Monthly,eCheck,96.8,1743.05,No
0480-KYJVA,Female,Yes,Yes,No,72,Yes,No,No,Biannually,Credit (auto),24.25,1784.5,No
0481-SUMCB,Female,No,No,Yes,45,Yes,Fiber,Yes,Annually,Wire (auto),102.15,4735.35,No
0484-FFVBJ,Male,No,No,No,32,Yes,DSL,Yes,Annually,Wire (auto),64.85,2010.95,No
0484-JPBRU,Male,No,No,No,41,Yes,No,Yes,Monthly,Wire (auto),25.25,996.45,No
0485-ZBSLN,Male,Yes,Yes,No,65,Yes,No,No,Biannually,Credit (auto),24.75,1715.1,No
0486-HECZI,Male,Yes,No,No,55,Yes,Fiber,Yes,Monthly,eCheck,96.75,5238.9,Yes
0486-LGCCH,Male,Yes,Yes,No,11,Yes,No,No,Biannually,Check,19.65,225.75,No
0487-CRLZF,Female,No,No,No,49,Yes,DSL,Yes,Biannually,Wire (auto),74.45,3721.9,No
0487-RPVUM,Male,Yes,No,No,61,Yes,Fiber,No,Monthly,Wire (auto),99.4,5943.65,No
0487-VVUVK,Male,Yes,Yes,No,25,Yes,No,Yes,Monthly,Check,19.15,477.6,No
0488-GSLFR,Female,No,No,No,1,Yes,Fiber,Yes,Monthly,eCheck,69.5,69.5,Yes
0489-WMEMG,Female,No,Yes,No,23,Yes,DSL,Yes,Annually,eCheck,49.45,1119.35,No
0491-KAPQG,Male,No,No,No,21,Yes,Fiber,Yes,Monthly,eCheck,73.7,1558.7,No
0495-RVCBF,Female,No,No,No,1,Yes,Fiber,Yes,Monthly,eCheck,79.7,79.7,Yes
0495-ZBNGW,Male,Yes,No,Yes,5,Yes,Fiber,Yes,Monthly,Wire (auto),79.9,343.95,Yes
0496-AHOOK,Male,Yes,No,No,24,Yes,DSL,No,Annually,Wire (auto),74.4,1712.9,No
0504-HHAPI,Female,No,No,Yes,27,Yes,Fiber,No,Monthly,Credit (auto),88.3,2467.75,Yes
0505-SPOOW,Female,Yes,No,No,70,Yes,No,No,Biannually,Wire (auto),19.8,1397.65,No
0506-LVNGN,Female,No,No,Yes,5,Yes,Fiber,Yes,Monthly,Credit (auto),75.55,349.65,Yes
0506-YLVKJ,Male,Yes,Yes,No,46,Yes,No,Yes,Biannually,Check,20.2,917.45,No
0508-OOLTO,Female,Yes,Yes,No,2,Yes,Fiber,Yes,Monthly,eCheck,71.65,135.75,No
0508-SQWPL,Female,Yes,Yes,No,57,Yes,No,Yes,Biannually,Wire (auto),20.1,1087.7,No
0511-JTEOY,Female,No,No,No,1,Yes,Fiber,No,Monthly,Check,71.1,71.1,Yes
0512-FLFDW,Female,Yes,No,Yes,60,Yes,Fiber,Yes,Annually,Credit (auto),100.5,6029,No
0513-RBGPE,Male,Yes,Yes,No,37,Yes,DSL,Yes,Biannually,Credit (auto),62.8,2278.75,No
0515-YPMCW,Male,No,Yes,No,1,Yes,Fiber,Yes,Monthly,Check,70.45,70.45,Yes
0516-OOHAR,Male,Yes,Yes,No,28,Yes,Fiber,No,Annually,Wire (auto),100.35,2799,No
0516-QREYC,Female,No,No,Yes,24,Yes,No,Yes,Monthly,Check,20.3,459.95,No
0516-UXRMT,Female,No,No,No,62,Yes,Fiber,Yes,Annually,eCheck,92.05,5755.8,No
0516-VRYBW,Female,No,Yes,No,18,Yes,No,No,Annually,Wire (auto),20.15,390.85,Yes
0516-WJVXC,Female,No,No,No,5,Yes,DSL,No,Monthly,eCheck,54.2,308.25,Yes
0519-DRGTI,Female,Yes,Yes,No,20,Yes,No,No,Monthly,Check,20.35,442.6,No
0519-XUZJU,Female,No,No,No,1,Yes,Fiber,No,Monthly,Check,70.75,70.75,Yes
0520-FDVVT,Male,No,No,No,35,Yes,Fiber,Yes,Annually,Wire (auto),102.35,3626.1,Yes
0523-VNGTF,Female,No,No,Yes,52,No,DSL,Yes,Monthly,eCheck,50.5,2566.3,No
0524-IAVZO,Female,Yes,No,No,30,Yes,Fiber,Yes,Monthly,eCheck,85,2624.25,Yes
0526-SXDJP,Male,Yes,No,No,72,No,DSL,No,Biannually,Wire (auto),42.1,2962,No
0529-ONKER,Male,No,No,Yes,15,Yes,Fiber,No,Monthly,eCheck,75.65,1146.65,Yes
0530-IJVDB,Male,No,Yes,No,70,Yes,Fiber,Yes,Biannually,eCheck,114.6,7882.5,No
0531-XBKMM,Male,No,Yes,No,66,Yes,DSL,No,Biannually,Wire (auto),65.7,4378.9,No
0531-ZZJWQ,Male,Yes,No,Yes,55,Yes,Fiber,Yes,Monthly,eCheck,74,4052.4,No
0533-BNWKF,Female,Yes,No,Yes,55,Yes,Fiber,Yes,Monthly,eCheck,85.45,4874.7,Yes
0533-UCAAU,Male,Yes,No,Yes,57,Yes,DSL,Yes,Annually,Credit (auto),71.1,4140.1,No
0536-ACXIP,Female,Yes,No,No,72,Yes,Fiber,Yes,Biannually,eCheck,109.55,8165.1,No
0536-BGFMZ,Female,Yes,No,No,28,Yes,No,No,Monthly,Check,20.5,563.05,No
0536-ESJEP,Male,Yes,No,No,54,Yes,DSL,Yes,Biannually,Wire (auto),74.55,4191.45,No
0537-QYZZN,Male,Yes,Yes,Yes,24,Yes,Fiber,Yes,Monthly,eCheck,79.85,1857.75,No
0541-FITGH,Female,Yes,No,No,2,Yes,DSL,Yes,Monthly,Check,62.15,113.1,No
0547-HURJB,Male,No,Yes,No,12,Yes,No,No,Monthly,Credit (auto),21.05,235.8,No
0549-CYCQN,Male,No,No,Yes,51,Yes,Fiber,Yes,Annually,Wire (auto),79.6,3974.7,No
0550-DCXLH,Male,No,No,No,13,Yes,DSL,No,Monthly,Check,73.35,931.55,No
0556-FJEGU,Male,No,No,No,58,Yes,DSL,No,Biannually,Wire (auto),70.1,4048.95,No
0557-ASKVU,Female,Yes,Yes,No,18,Yes,DSL,Yes,Annually,Credit (auto),54.4,957.1,No
0559-CKHUS,Female,Yes,No,No,29,Yes,No,Yes,Biannually,Check,19.55,521.8,No
0562-FGDCR,Female,Yes,Yes,No,72,Yes,DSL,No,Biannually,Check,74.55,5430.65,No
0562-HKHML,Male,Yes,Yes,No,71,Yes,No,No,Biannually,Credit (auto),23.9,1626.4,No
0562-KBDVM,Female,No,No,No,70,No,DSL,Yes,Biannually,Wire (auto),44.6,3058.15,No
0564-JJHGS,Male,No,No,No,9,Yes,Fiber,Yes,Monthly,eCheck,95.5,829.1,Yes
0564-MUUQK,Female,Yes,Yes,No,20,Yes,Fiber,Yes,Monthly,Wire (auto),95.5,1916.2,No
0565-IYCGT,Male,No,No,No,69,Yes,DSL,Yes,Annually,Credit (auto),78.6,5356.45,Yes
0565-JUPYD,Male,No,No,No,63,Yes,Fiber,No,Annually,Credit (auto),104.5,6590.8,No
0567-GGCAC,Female,No,No,No,7,Yes,DSL,No,Monthly,eCheck,61.4,438.9,No
0567-XRHCU,Female,Yes,Yes,No,69,No,DSL,Yes,Biannually,Credit (auto),43.95,2960.1,No
0568-ONFPC,Male,Yes,Yes,No,5,Yes,No,Yes,Monthly,Wire (auto),25.9,135,Yes
0570-BFQHT,Female,No,No,No,9,Yes,Fiber,No,Monthly,eCheck,80.55,653.9,No
0572-ZJKLT,Female,Yes,Yes,No,46,Yes,Fiber,No,Biannually,Check,99.65,4630.2,No
0575-CUQOV,Male,Yes,No,Yes,60,Yes,Fiber,Yes,Annually,eCheck,97.95,5867,No
0576-WNXXC,Male,Yes,No,Yes,27,Yes,Fiber,Yes,Monthly,eCheck,95.55,2510.2,Yes
0577-WHMEV,Female,Yes,No,No,16,Yes,Fiber,No,Monthly,eCheck,90.7,1374.9,No
0578-SKVMF,Female,Yes,Yes,No,22,Yes,Fiber,No,Monthly,eCheck,83.3,1845.9,Yes
0580-PIQHM,Female,Yes,Yes,No,41,Yes,Fiber,Yes,Annually,Wire (auto),101.6,3930.55,No
0581-BXBUB,Female,No,No,Yes,4,Yes,Fiber,No,Monthly,eCheck,72.75,317.75,No
0581-MDMPW,Female,No,No,No,24,Yes,Fiber,Yes,Monthly,Credit (auto),88.95,2072.75,No
0582-AVCLN,Female,No,No,No,38,Yes,No,No,Biannually,Check,20.3,743.05,No
0584-BJQGZ,Female,No,No,No,25,Yes,DSL,Yes,Monthly,Wire (auto),78.35,1837.9,No
0585-EGDDA,Male,Yes,No,No,40,Yes,Fiber,Yes,Monthly,eCheck,80,3168.75,No
0587-DMGBH,Female,No,No,No,8,Yes,DSL,Yes,Monthly,eCheck,49.85,365.55,Yes
0594-UFTUL,Male,Yes,Yes,No,13,Yes,No,Yes,Monthly,Check,19.85,252,No
0595-ITUDF,Male,Yes,Yes,No,64,Yes,Fiber,Yes,Monthly,eCheck,91.8,5960.5,No
0596-BQCEQ,Female,Yes,Yes,No,62,Yes,Fiber,Yes,Monthly,eCheck,100.15,6283.3,Yes
0599-XNYDO,Female,Yes,No,No,20,Yes,Fiber,Yes,Monthly,Wire (auto),69.8,1540.35,No
0601-WZHJF,Male,Yes,No,No,14,No,DSL,No,Monthly,eCheck,46.35,667.7,Yes
0602-DDUML,Female,No,No,No,57,Yes,DSL,No,Biannually,Check,69.75,3894.4,No
0603-OLQDC,Male,No,Yes,No,12,Yes,DSL,Yes,Monthly,Check,69.85,837.5,No
0603-TPMIB,Female,Yes,Yes,No,59,Yes,No,No,Biannually,Check,25.45,1534.05,No
0604-THJFP,Female,Yes,Yes,No,59,Yes,DSL,Yes,Biannually,Credit (auto),75.95,4542.35,No
0607-DAAHE,Male,No,Yes,No,53,Yes,No,No,Biannually,Wire (auto),19.75,1052.35,Yes
0607-MVMGC,Male,Yes,Yes,No,45,Yes,DSL,No,Annually,Credit (auto),78.75,3600.65,No
0608-JDVEC,Male,Yes,No,No,50,Yes,No,No,Biannually,eCheck,19.8,1013.2,No
0611-DFXKO,Male,Yes,No,No,20,Yes,Fiber,Yes,Monthly,Check,89,1820.45,Yes
0612-RTZZA,Female,No,No,Yes,1,No,DSL,No,Monthly,eCheck,25.25,25.25,Yes
0613-WUXUM,Female,Yes,Yes,No,70,Yes,No,Yes,Biannually,Check,19.2,1401.4,No
0616-ATFGB,Male,Yes,No,Yes,1,No,DSL,No,Monthly,eCheck,25.05,25.05,Yes
0617-AQNWT,Female,Yes,No,No,64,No,DSL,No,Biannually,eCheck,47.85,3147.5,Yes
0617-FHSGK,Male,No,Yes,No,49,Yes,Fiber,No,Monthly,Credit (auto),75.2,3678.3,Yes
0618-XWMSS,Male,No,Yes,No,28,Yes,Fiber,Yes,Monthly,Wire (auto),74.9,2068.55,Yes
0619-OLYUR,Male,Yes,No,No,72,Yes,Fiber,Yes,Biannually,Credit (auto),111.9,8071.05,No
0620-DLSLK,Female,No,No,No,13,Yes,Fiber,Yes,Monthly,Check,81.9,1028.9,No
0620-XEFWH,Male,Yes,Yes,No,4,Yes,No,No,Monthly,Check,18.85,84.2,No
0621-CXBKL,Female,No,No,No,53,Yes,No,No,Biannually,Check,18.7,1005.7,No
0621-HJWXJ,Female,Yes,No,No,63,Yes,Fiber,Yes,Monthly,Wire (auto),81.55,5029.05,No
0621-JFHOL,Female,No,No,No,10,No,DSL,Yes,Biannually,Check,29.6,299.05,No
0621-TSSMU,Male,Yes,No,No,56,Yes,No,No,Annually,Credit (auto),19.95,1126.75,No
0621-TWIEM,Male,No,No,No,10,Yes,DSL,Yes,Monthly,eCheck,45.55,402.6,Yes
0623-EJQEG,Male,No,No,No,65,Yes,Fiber,No,Annually,eCheck,93.55,6069.25,No
0623-GDISB,Female,No,No,No,1,Yes,DSL,Yes,Monthly,Wire (auto),48.45,48.45,No
0623-IIHUG,Female,No,No,Yes,21,No,DSL,Yes,Monthly,eCheck,41.9,840.1,Yes
0625-AFOHS,Female,Yes,Yes,No,29,Yes,No,No,Biannually,Check,20.2,558.8,No
0626-QXNGV,Female,Yes,No,No,72,Yes,No,Yes,Biannually,Credit (auto),24.15,1776.45,No
0628-CNQRM,Male,Yes,Yes,No,22,Yes,DSL,Yes,Annually,Wire (auto),67.5,1544.05,Yes
0634-SZPQA,Female,No,No,No,23,Yes,Fiber,Yes,Monthly,Wire (auto),90.05,2169.8,Yes
0635-WKOLD,Male,Yes,No,No,40,Yes,DSL,No,Annually,Credit (auto),70.75,2921.75,No
0637-KVDLV,Male,No,No,No,2,Yes,Fiber,Yes,Monthly,eCheck,76.5,162.45,Yes
0637-UBJRP,Male,Yes,Yes,No,13,Yes,Fiber,No,Monthly,eCheck,84.05,1095.3,Yes
0637-YLETY,Female,No,No,No,16,Yes,Fiber,Yes,Monthly,Credit (auto),95.6,1555.65,Yes
0639-TSIQW,Female,No,No,No,67,Yes,Fiber,Yes,Monthly,Credit (auto),102.95,6886.25,Yes
0640-YJTPY,Male,Yes,Yes,No,72,Yes,No,No,Biannually,Wire (auto),21,1493.75,No
0641-EVBOJ,Male,No,No,No,3,Yes,Fiber,Yes,Monthly,Check,82.3,214.4,No
0643-OKLRP,Female,Yes,No,Yes,47,Yes,Fiber,No,Monthly,eCheck,80.35,3825.85,Yes
0644-OQMDK,Male,No,No,Yes,4,Yes,Fiber,Yes,Monthly,eCheck,70.65,293.85,No
0650-BWOZN,Female,No,No,Yes,18,Yes,Fiber,Yes,Monthly,eCheck,73.55,1359.45,No
0654-HMSHN,Male,Yes,Yes,No,21,Yes,Fiber,No,Monthly,eCheck,104.4,2157.95,Yes
0654-PQKDW,Female,Yes,Yes,No,62,Yes,DSL,Yes,Annually,Wire (auto),70.75,4263.45,No
0655-RBDUG,Male,No,No,No,7,Yes,Fiber,Yes,Monthly,Wire (auto),98.05,713,Yes
0655-YDGFJ,Male,No,No,No,29,Yes,DSL,No,Monthly,Wire (auto),48.95,1323.7,No
0657-DOGUM,Female,Yes,No,No,48,Yes,DSL,Yes,Annually,Wire (auto),60.6,2985.25,No
0661-KBKPA,Male,Yes,Yes,No,53,Yes,DSL,Yes,Annually,Check,78.75,3942.45,No
0661-KQHNK,Female,Yes,Yes,No,6,Yes,No,No,Annually,Credit (auto),19,105.5,No
0661-WCQNQ,Male,Yes,No,No,22,Yes,DSL,Yes,Annually,Credit (auto),56.25,1292.2,No
0661-XEYAN,Female,No,No,Yes,1,No,DSL,Yes,Monthly,Check,25.8,25.8,Yes
0665-XHDJU,Male,Yes,No,No,72,Yes,Fiber,Yes,Biannually,eCheck,99.4,7285.7,No
0666-UXTJO,Male,Yes,No,Yes,34,Yes,Fiber,Yes,Monthly,Credit (auto),85.2,2874.45,No
0667-NSRGI,Female,Yes,No,No,48,Yes,DSL,Yes,Annually,Check,69.55,3435.6,No
0668-OGMHD,Female,Yes,No,No,21,No,DSL,No,Monthly,eCheck,28.5,629.35,No
0670-ANMUU,Male,No,No,No,71,Yes,Fiber,No,Annually,Credit (auto),97.65,6687.85,No
0670-KDOMA,Female,No,No,No,1,Yes,No,Yes,Monthly,Check,20.25,20.25,No
0673-IGUQO,Male,No,No,No,1,Yes,No,No,Monthly,Check,20.45,20.45,No
0674-DGMAQ,Male,Yes,No,Yes,32,Yes,Fiber,Yes,Monthly,eCheck,93.5,2970.8,No
0674-EYYZV,Female,No,No,No,1,Yes,DSL,Yes,Monthly,eCheck,54.65,54.65,No
0674-GCDXG,Male,No,No,No,63,Yes,DSL,Yes,Biannually,Wire (auto),71.9,4479.2,No
0675-NCDYU,Female,Yes,Yes,No,72,Yes,Fiber,Yes,Biannually,Credit (auto),116.4,8543.25,No
0678-RLHVP,Female,No,No,No,53,Yes,Fiber,No,Biannually,eCheck,105.55,5682.25,No
0679-IDSTG,Female,Yes,Yes,Yes,1,Yes,Fiber,Yes,Monthly,eCheck,69.25,69.25,Yes
0679-TDGAK,Male,Yes,Yes,No,50,Yes,DSL,No,Annually,eCheck,75.5,4025.6,No
0680-DFNNY,Male,Yes,No,No,15,Yes,Fiber,Yes,Monthly,eCheck,101.1,1504.05,Yes
0682-USIXD,Female,Yes,No,No,21,Yes,Fiber,Yes,Monthly,eCheck,86.05,1818.9,No
0684-AOSIH,Male,Yes,No,No,1,Yes,Fiber,Yes,Monthly,eCheck,95,95,Yes
0685-MLYYM,Female,No,No,Yes,2,Yes,Fiber,No,Monthly,eCheck,70.75,154.85,Yes
0687-ZVTHB,Male,Yes,Yes,No,65,Yes,DSL,No,Annually,Credit (auto),72.45,4653.85,Yes
0689-DSXGL,Female,Yes,Yes,No,52,Yes,Fiber,No,Monthly,Wire (auto),85.8,4433.3,No
0689-NKYLF,Male,No,No,No,13,Yes,Fiber,Yes,Monthly,eCheck,83.2,1060.6,Yes
0690-SRQID,Male,No,No,No,4,Yes,No,Yes,Monthly,Check,19.65,67.55,No
0691-IFBQW,Female,No,No,Yes,46,Yes,Fiber,Yes,Annually,eCheck,110,4874.8,Yes
0691-JVSYA,Female,Yes,No,No,53,Yes,Fiber,Yes,Annually,Wire (auto),94.85,5000.2,Yes
0691-NIKRI,Female,No,No,No,40,Yes,Fiber,Yes,Annually,Credit (auto),105.95,4335.2,No
0696-UKTOX,Male,No,Yes,No,23,Yes,DSL,No,Monthly,eCheck,54.15,1312.45,No
0697-ZMSWS,Male,No,No,No,4,Yes,Fiber,Yes,Monthly,eCheck,85.65,338.9,Yes
0699-NDKJM,Female,Yes,No,No,57,No,DSL,Yes,Monthly,Wire (auto),58.75,3437.45,No
0701-RFGFI,Female,Yes,Yes,No,49,Yes,Fiber,Yes,Monthly,Wire (auto),95.4,4613.95,No
0701-TJSEF,Male,No,No,No,9,Yes,DSL,Yes,Monthly,Wire (auto),68.25,576.95,No
0702-PGIBZ,Male,No,Yes,No,4,Yes,Fiber,Yes,Monthly,eCheck,101.7,364.55,Yes
0704-VCUMB,Female,Yes,No,No,61,Yes,No,No,Biannually,Credit (auto),20.25,1278.8,No
0707-HOVVN,Female,No,No,Yes,70,Yes,DSL,Yes,Biannually,Wire (auto),75.5,5212.65,No
0708-LGSMF,Male,Yes,No,No,13,Yes,DSL,Yes,Monthly,eCheck,65.85,902.25,No
0708-SJDIS,Female,No,No,No,34,Yes,DSL,No,Monthly,Check,65,2157.5,No
0709-TVGUR,Female,No,No,Yes,9,Yes,Fiber,Yes,Monthly,eCheck,74.55,622.9,Yes
0716-BQNDX,Male,No,No,Yes,57,Yes,Fiber,No,Biannually,eCheck,93.75,5625.55,No
0719-SYFRB,Female,No,No,No,12,Yes,DSL,Yes,Monthly,Check,61.65,713.75,Yes
0722-SVSFK,Female,No,No,No,7,Yes,Fiber,Yes,Monthly,eCheck,100.4,715,No
0722-TROQR,Female,No,No,Yes,4,Yes,Fiber,Yes,Monthly,eCheck,74.9,321.75,Yes
0723-DRCLG,Female,Yes,No,Yes,1,Yes,Fiber,Yes,Monthly,eCheck,74.45,74.45,Yes
0723-FDLAY,Male,No,No,No,44,Yes,DSL,Yes,Annually,Wire (auto),85.25,3704.15,No
0723-VSOBE,Female,No,No,Yes,45,No,DSL,No,Annually,eCheck,34.2,1596.6,No
0725-CXOTM,Female,No,No,No,36,Yes,DSL,Yes,Annually,Credit (auto),89.65,3348.1,No
0727-BMPLR,Female,No,No,Yes,55,Yes,Fiber,Yes,Annually,eCheck,100,5509.3,Yes
0727-BNRLG,Male,No,No,No,69,Yes,Fiber,Yes,Biannually,Credit (auto),97.65,6743.55,No
0727-IWKVK,Male,Yes,No,No,9,Yes,Fiber,Yes,Monthly,eCheck,79.9,741.7,Yes
0730-BGQGF,Male,Yes,Yes,No,71,Yes,DSL,No,Biannually,Credit (auto),90.3,6287.3,No
0730-KOAVE,Male,No,No,No,30,Yes,Fiber,Yes,Monthly,Credit (auto),94.3,2679.7,No
0731-EBJQB,Female,Yes,Yes,No,52,Yes,No,Yes,Annually,eCheck,20.4,1090.65,No
0732-OCQOC,Female,Yes,Yes,No,52,Yes,No,Yes,Biannually,Wire (auto),25.05,1270.25,No
0733-VUNUW,Male,No,No,No,24,Yes,DSL,Yes,Monthly,Wire (auto),55.65,1400.55,Yes
0734-OXWBT,Male,No,Yes,No,3,Yes,DSL,No,Monthly,Check,70.7,225.65,No
0739-UUAJR,Female,Yes,Yes,No,72,No,DSL,Yes,Biannually,Credit (auto),53.8,3952.45,No
0742-LAFQK,Male,Yes,No,No,72,Yes,Fiber,Yes,Biannually,eCheck,99.15,7422.1,No
0742-MOABM,Male,Yes,No,No,4,Yes,DSL,No,Monthly,Check,50.05,179.35,Yes
0742-NXBGR,Female,No,No,No,1,Yes,Fiber,Yes,Monthly,eCheck,82.3,82.3,Yes
0743-HNPFG,Female,Yes,Yes,No,51,Yes,DSL,Yes,Annually,Credit (auto),69.75,3562.5,No
